productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText,extResistance,extAttack3
85276,Entei & Raikou Legend (bottom),Entei and Raikou Legend bottom,https://tcgplayer-cdn.tcgplayer.com/product/85276_200w.jpg,3,1399,https://cpt.tcgcsv.com/x7J,2024-04-18T20:08:32.12,1,91/95,Ultra Rare,Fire Lightning,140,Legend,[1R] Detonation Spin (90) Discard a R Energy attached to Entei and Raikou LEGEND.,[1L] Thunder Fall - Discard all Energy attached to Entei and Raikou LEGEND.  This attack does 80 damage to each Pokemon that has any Poke-Powers (both yours and your opponent's).  This attack's damage isn't affected by Weakness or Resistance.,FWx2,0,48.51,69.81,99.99,85.65,,Holofoil,,,
85277,Entei & Raikou Legend (top),Entei and Raikou Legend top,https://tcgplayer-cdn.tcgplayer.com/product/85277_200w.jpg,3,1399,https://cpt.tcgcsv.com/z7J,2024-04-18T20:08:11.22,1,90/95,Ultra Rare,Fire Lightning,140,Legend,[1R] Detonation Spin (90) Discard a R Energy attached to Entei and Raikou LEGEND.,[1L] Thunder Fall - Discard all Energy attached to Entei and Raikou LEGEND.  This attack does 80 damage to each Pokemon that has any Poke-Powers (both yours and your opponent's).  This attack's damage isn't affected by Weakness or Resistance.,FWx2,0,72.75,99.5,125.0,97.85,,Holofoil,,,
85399,Fearow,Fearow,https://tcgplayer-cdn.tcgplayer.com/product/85399_200w.jpg,3,1399,https://cpt.tcgcsv.com/_9J,2023-11-30T18:38:10.937,1,15/95,Rare,Colorless,80,Stage 1,[2] Wing Attack (30),[3] Repeating Drill (20x) Flip 5 coins.  This attack does 20 damage times the number of heads.,Lx2,1,0.25,0.5,1.5,0.49,,Normal,,F-20,
85399,Fearow,Fearow,https://tcgplayer-cdn.tcgplayer.com/product/85399_200w.jpg,3,1399,https://cpt.tcgcsv.com/_9J,2023-11-30T18:38:10.937,1,15/95,Rare,Colorless,80,Stage 1,[2] Wing Attack (30),[3] Repeating Drill (20x) Flip 5 coins.  This attack does 20 damage times the number of heads.,Lx2,1,0.71,1.0,9.99,0.99,,Reverse Holofoil,,F-20,
85515,Floatzel,Floatzel,https://tcgplayer-cdn.tcgplayer.com/product/85515_200w.jpg,3,1399,https://cpt.tcgcsv.com/kdJ,2023-11-30T18:38:17.213,1,16/95,Rare,Water,80,Stage 1,[1WW] Waterfall (60),,Lx2,0,0.2,0.6,4.95,0.6,,Normal,"Water Acceleration - Once during your turn (before your attack), you may attach a W Energy card from your hand to Floatzel.  This power can't be used if Floatzel is affected by a Special Condition.  (Poke-POWER)",,
85515,Floatzel,Floatzel,https://tcgplayer-cdn.tcgplayer.com/product/85515_200w.jpg,3,1399,https://cpt.tcgcsv.com/kdJ,2023-11-30T18:38:17.213,1,16/95,Rare,Water,80,Stage 1,[1WW] Waterfall (60),,Lx2,0,0.75,6.29,14.99,5.63,,Reverse Holofoil,"Water Acceleration - Once during your turn (before your attack), you may attach a W Energy card from your hand to Floatzel.  This power can't be used if Floatzel is affected by a Special Condition.  (Poke-POWER)",,
85797,Golbat,Golbat,https://tcgplayer-cdn.tcgplayer.com/product/85797_200w.jpg,3,1399,https://cpt.tcgcsv.com/ZkJ,2023-12-11T18:23:10.1,1,30/95,Uncommon,Psychic,80,Stage 1,[P] Mean Look (20) The Defending Pokemon can't retreat during your opponent's next turn.,,Lx2,0,0.19,0.4,2.99,0.35,0.2,Normal,,F-20,
85797,Golbat,Golbat,https://tcgplayer-cdn.tcgplayer.com/product/85797_200w.jpg,3,1399,https://cpt.tcgcsv.com/ZkJ,2023-12-11T18:23:10.1,1,30/95,Uncommon,Psychic,80,Stage 1,[P] Mean Look (20) The Defending Pokemon can't retreat during your opponent's next turn.,,Lx2,0,0.85,0.97,9.99,1.11,1.08,Reverse Holofoil,,F-20,
85840,Good Rod,Good Rod,https://tcgplayer-cdn.tcgplayer.com/product/85840_200w.jpg,3,1399,https://cpt.tcgcsv.com/QlJ,2024-07-08T13:03:26.663,1,76/95,Uncommon,Trainer,0,Trainer,"Flip a coin.  If heads, search your discard pile for a Pokemon, show it to your opponent, and put it on top of your deck.  If tails, search your discard pile for a Trainer card, show it to your opponent, and put it on top of your deck.",,,,0.1,0.37,10.21,0.46,0.2,Normal,,,
85840,Good Rod,Good Rod,https://tcgplayer-cdn.tcgplayer.com/product/85840_200w.jpg,3,1399,https://cpt.tcgcsv.com/QlJ,2024-07-08T13:03:26.663,1,76/95,Uncommon,Trainer,0,Trainer,"Flip a coin.  If heads, search your discard pile for a Pokemon, show it to your opponent, and put it on top of your deck.  If tails, search your discard pile for a Trainer card, show it to your opponent, and put it on top of your deck.",,,,0.25,0.79,1.58,0.82,,Reverse Holofoil,,,
85919,Grotle,Grotle,https://tcgplayer-cdn.tcgplayer.com/product/85919_200w.jpg,3,1399,https://cpt.tcgcsv.com/pnJ,2023-12-11T18:35:03.683,1,31/95,Uncommon,Grass,90,Stage 1,[1G] Razor Leaf (30),[2G] Sleep Powder (50),Rx2,2,0.2,0.41,1.49,0.39,0.5,Normal,,W-20,
85919,Grotle,Grotle,https://tcgplayer-cdn.tcgplayer.com/product/85919_200w.jpg,3,1399,https://cpt.tcgcsv.com/pnJ,2023-12-11T18:35:03.683,1,31/95,Uncommon,Grass,90,Stage 1,[1G] Razor Leaf (30),[2G] Sleep Powder (50),Rx2,2,0.74,3.0,7.99,3.26,1.16,Reverse Holofoil,,W-20,
86192,Horsea,Horsea,https://tcgplayer-cdn.tcgplayer.com/product/86192_200w.jpg,3,1399,https://cpt.tcgcsv.com/StJ,2024-09-16T14:05:35.393,1,49/95,Common,Water,50,Basic,[1] Beat (10),[1W] Fin Smack (20x) Flip 2 coins.  This attack does 20 damage times the number of heads.,Lx2,1,0.1,0.4,1.49,0.45,0.2,Normal,,,
86192,Horsea,Horsea,https://tcgplayer-cdn.tcgplayer.com/product/86192_200w.jpg,3,1399,https://cpt.tcgcsv.com/StJ,2024-09-16T14:05:35.393,1,49/95,Common,Water,50,Basic,[1] Beat (10),[1W] Fin Smack (20x) Flip 2 coins.  This attack does 20 damage times the number of heads.,Lx2,1,0.2,0.7,1.5,3.01,,Reverse Holofoil,,,
86286,Interviewer's Questions,Interviewers Questions,https://tcgplayer-cdn.tcgplayer.com/product/86286_200w.jpg,3,1399,https://cpt.tcgcsv.com/LwJ,2025-02-05T21:13:35.713,1,77/95,Uncommon,Supporter,0,Supporter,"Look at the top 8 cards of your deck.  Choose as many Energy cards as you like, show them to your opponent, and put them into your hand.  Shuffle the other cards back into your deck.",,,,0.05,0.28,1.83,0.37,0.38,Normal,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.",,
86286,Interviewer's Questions,Interviewers Questions,https://tcgplayer-cdn.tcgplayer.com/product/86286_200w.jpg,3,1399,https://cpt.tcgcsv.com/LwJ,2025-02-05T21:13:35.713,1,77/95,Uncommon,Supporter,0,Supporter,"Look at the top 8 cards of your deck.  Choose as many Energy cards as you like, show them to your opponent, and put them into your hand.  Shuffle the other cards back into your deck.",,,,0.51,0.99,2.59,0.97,,Reverse Holofoil,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.",,
86330,Jirachi,Jirachi,https://tcgplayer-cdn.tcgplayer.com/product/86330_200w.jpg,3,1399,https://cpt.tcgcsv.com/DxJ,2025-03-12T19:40:47.753,1,1/95,Holo Rare,Psychic,60,Basic,[P] Time Hollow - Choose a number of your opponent's Stage 1 or Stage 2 Evolved Pokemon up to the amount of Energy attached to Jirachi.  Remove the highest Stage Evolution card from each of those Pokemon and put those cards back into your opponent's hand.,,Px2,1,8.99,19.99,38.75,14.93,,Holofoil,"Stardust Song - Once during your turn, when you put Jirachi from your hand to your Bench, you may flip 3 coins.  For each heads, search your discard pile for a P Energy card and attach it to Jirachi.  (Poke-POWER)",,
86330,Jirachi,Jirachi,https://tcgplayer-cdn.tcgplayer.com/product/86330_200w.jpg,3,1399,https://cpt.tcgcsv.com/DxJ,2025-03-12T19:40:47.753,1,1/95,Holo Rare,Psychic,60,Basic,[P] Time Hollow - Choose a number of your opponent's Stage 1 or Stage 2 Evolved Pokemon up to the amount of Energy attached to Jirachi.  Remove the highest Stage Evolution card from each of those Pokemon and put those cards back into your opponent's hand.,,Px2,1,17.0,26.53,29.99,10.92,,Reverse Holofoil,"Stardust Song - Once during your turn, when you put Jirachi from your hand to your Bench, you may flip 3 coins.  For each heads, search your discard pile for a P Energy card and attach it to Jirachi.  (Poke-POWER)",,
86359,Judge,Judge,https://tcgplayer-cdn.tcgplayer.com/product/86359_200w.jpg,3,1399,https://cpt.tcgcsv.com/czJ,2023-12-11T21:37:31.09,1,78/95,Uncommon,Supporter,0,Supporter,Each player shuffles his or her hand into his or her deck and draws 4 cards.,,,,3.3,5.28,10.0,4.69,,Normal,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.",,
86359,Judge,Judge,https://tcgplayer-cdn.tcgplayer.com/product/86359_200w.jpg,3,1399,https://cpt.tcgcsv.com/czJ,2023-12-11T21:37:31.09,1,78/95,Uncommon,Supporter,0,Supporter,Each player shuffles his or her hand into his or her deck and draws 4 cards.,,,,9.05,12.21,19.5,15.28,,Reverse Holofoil,"You can play only one Supporter each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.",,
86415,Kakuna,Kakuna,https://tcgplayer-cdn.tcgplayer.com/product/86415_200w.jpg,3,1399,https://cpt.tcgcsv.com/kBJ,2025-02-05T21:13:35.777,1,32/95,Uncommon,Grass,80,Stage 1,[1] Speed Evolution - Search your deck for a card that evolves from Kakuna and put it onto Kakuna.  (This counts as evolving Kakuna.)  Shuffle your deck afterward.,[G] Poison Sting - The Defending Pokemon is Poisoned.,Rx2,2,0.12,0.39,1.49,0.39,,Normal,,,
86415,Kakuna,Kakuna,https://tcgplayer-cdn.tcgplayer.com/product/86415_200w.jpg,3,1399,https://cpt.tcgcsv.com/kBJ,2025-02-05T21:13:35.777,1,32/95,Uncommon,Grass,80,Stage 1,[1] Speed Evolution - Search your deck for a card that evolves from Kakuna and put it onto Kakuna.  (This counts as evolving Kakuna.)  Shuffle your deck afterward.,[G] Poison Sting - The Defending Pokemon is Poisoned.,Rx2,2,0.7,1.43,2.22,1.0,,Reverse Holofoil,,,
86447,Kingdra,Kingdra,https://tcgplayer-cdn.tcgplayer.com/product/86447_200w.jpg,3,1399,https://cpt.tcgcsv.com/ZBJ,2023-11-30T19:17:29.57,1,17/95,Rare,Water,130,Stage 2,[W] Water Arrow - Choose 1 of your opponent's Pokemon.  This attack does 30 damage to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),"[2W] Stream Pump (50+) You may do 50 damage plus 30 more damage.  If you do, return an Energy card attached to Kingdra to your hand.",Lx2,1,1.2,1.66,5.7,1.57,,Normal,,,
86447,Kingdra,Kingdra,https://tcgplayer-cdn.tcgplayer.com/product/86447_200w.jpg,3,1399,https://cpt.tcgcsv.com/ZBJ,2023-11-30T19:17:29.57,1,17/95,Rare,Water,130,Stage 2,[W] Water Arrow - Choose 1 of your opponent's Pokemon.  This attack does 30 damage to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),"[2W] Stream Pump (50+) You may do 50 damage plus 30 more damage.  If you do, return an Energy card attached to Kingdra to your hand.",Lx2,1,4.6,4.88,19.99,4.88,,Reverse Holofoil,,,
86448,Kingdra (Prime),Kingdra Prime,https://tcgplayer-cdn.tcgplayer.com/product/86448_200w.jpg,3,1399,https://cpt.tcgcsv.com/-BJ,2023-12-11T21:38:19.143,1,85/95,Ultra Rare,Water,130,Stage 2,"[W] Dragon Steam (60) If your opponent has any R Pokemon in play, this attack's base damage is 20 instead of 60.",,Lx2,1,29.96,33.0,79.98,26.95,,Holofoil,"Spray Splash - Once during your turn (before your attack), you may put 1 damage counter on 1 of your opponent's Pokemon.  This power can't be used if Kingdra is affected by a Special Condition.  (Poke-POWER)",,
86610,Lanturn,Lanturn,https://tcgplayer-cdn.tcgplayer.com/product/86610_200w.jpg,3,1399,https://cpt.tcgcsv.com/dGJ,2023-11-30T19:17:36.61,1,18/95,Rare,Lightning,90,Stage 1,"[L] Confuse Ray (20) Flip a coin.  If heads, the Defending Pokemon is now Confused.",[2L] Reflect Energy (60) Move an Energy card attached to Lanturn to 1 of your Benched Pokemon.,Fx2,2,0.44,0.67,1.0,0.66,,Normal,,,
