sourceName,productId,cleanName,groupId,extNumber,extRarity,extCardType,marketPrice,subTypeName
AlternateArtPromosProductsAndPrices.csv,198529,Zoroark GX 77a 73,1938,077a/073,Promo,Darkness,14.6,Holofoil
AlternateArtPromosProductsAndPrices.csv,198530,Metagross GX 157a 145,1938,157a/145,Promo,Metal,18.74,Holofoil
AlternateArtPromosProductsAndPrices.csv,200203,Tate and Liza 148a 168,1938,148a/168,Promo,Supporter,8.79,Normal
AlternateArtPromosProductsAndPrices.csv,200204,Sightseer 189a 214,1938,189a/214,Promo,Supporter,8.51,Normal
AlternateArtPromosProductsAndPrices.csv,202638,Rayquaza GX 177a 168,1938,177a/168,Promo,Dragon,128.08,Holofoil
AlternateArtPromosProductsAndPrices.csv,211603,Oshawott 27 114 Cosmos Holo,1938,027/114,Promo,Water,10.43,Holofoil
AlternateArtPromosProductsAndPrices.csv,212993,Heatran 88 156 Prerelease,1938,088/156,Promo,Metal,1.64,Holofoil
AlternateArtPromosProductsAndPrices.csv,216699,Dedenne GX 195a 214,1938,195a/214,Promo,Lightning,28.74,Holofoil
AlternateArtPromosProductsAndPrices.csv,216702,Pokemon Communication 152b 181,1938,152b/181,Promo,Item,0.31,Normal
AlternateArtPromosProductsAndPrices.csv,216705,Pokegear 30 182b 214,1938,182b/214,Promo,Item,2.09,Normal
AlternateArtPromosProductsAndPrices.csv,216707,Reset Stamp 206a 236,1938,206a/236,Promo,Item,0.24,Normal
AlternateArtPromosProductsAndPrices.csv,226129,Togepi and Cleffa and Igglybuff GX 143a 236,1938,143a/236,Promo,Fairy,242.53,Holofoil
AlternateArtPromosProductsAndPrices.csv,226132,Jirachi GX 79a 236,1938,079a/236,Promo,Psychic,13.2,Holofoil
AquapolisProductsAndPrices.csv,83487,Aipom,1397,067/147,Common,Colorless,2.74,Normal
AquapolisProductsAndPrices.csv,83487,Aipom,1397,067/147,Common,Colorless,12.58,Reverse Holofoil
AquapolisProductsAndPrices.csv,83536,Ampharos,1397,001/147,Rare,Lightning,22.99,Normal
AquapolisProductsAndPrices.csv,83536,Ampharos,1397,001/147,Rare,Lightning,37.33,Reverse Holofoil
AquapolisProductsAndPrices.csv,83537,Ampharos H1,1397,H01/H32,Holo Rare,Lightning,147.29,Holofoil
AquapolisProductsAndPrices.csv,83563,Apricorn Forest,1397,118/147,Rare,Stadium,4.17,Normal
AquapolisProductsAndPrices.csv,83563,Apricorn Forest,1397,118/147,Rare,Stadium,6.84,Reverse Holofoil
AquapolisProductsAndPrices.csv,83575,Arcanine,1397,002/147,Rare,Fire,42.57,Normal
AquapolisProductsAndPrices.csv,83575,Arcanine,1397,002/147,Rare,Fire,64.98,Reverse Holofoil
AquapolisProductsAndPrices.csv,83576,Arcanine H2,1397,H02/H32,Holo Rare,Fire,200.0,Holofoil
AquapolisProductsAndPrices.csv,83613,Ariados,1397,003/147,Rare,Grass,4.79,Normal
AquapolisProductsAndPrices.csv,83613,Ariados,1397,003/147,Rare,Grass,16.0,Reverse Holofoil
AquapolisProductsAndPrices.csv,83614,Ariados H3,1397,H03/H32,Holo Rare,Grass,60.0,Holofoil
AquapolisProductsAndPrices.csv,83680,Azumarill,1397,004/147,Rare,Water,18.82,Normal
AquapolisProductsAndPrices.csv,83680,Azumarill,1397,004/147,Rare,Water,23.57,Reverse Holofoil
AquapolisProductsAndPrices.csv,83681,Azumarill H4,1397,H04/H32,Holo Rare,Water,80.0,Holofoil
AquapolisProductsAndPrices.csv,83796,Bellossom,1397,005/147,Rare,Grass,8.44,Normal
AquapolisProductsAndPrices.csv,83796,Bellossom,1397,005/147,Rare,Grass,25.0,Reverse Holofoil
AquapolisProductsAndPrices.csv,83797,Bellossom H5,1397,H05/H32,Holo Rare,Grass,80.0,Holofoil
AquapolisProductsAndPrices.csv,83804,Bellsprout 45,1397,045/147,Uncommon,Grass,6.92,Normal
AquapolisProductsAndPrices.csv,83804,Bellsprout 45,1397,045/147,Uncommon,Grass,16.99,Reverse Holofoil
AquapolisProductsAndPrices.csv,83806,Bellsprout 68,1397,068/147,Common,Grass,3.33,Normal
AquapolisProductsAndPrices.csv,83806,Bellsprout 68,1397,068/147,Common,Grass,24.99,Reverse Holofoil
AquapolisProductsAndPrices.csv,83919,Blissey,1397,006/147,Rare,Colorless,3.9,Normal
AquapolisProductsAndPrices.csv,83919,Blissey,1397,006/147,Rare,Colorless,25.31,Reverse Holofoil
AquapolisProductsAndPrices.csv,83920,Blissey H6,1397,H06/H32,Holo Rare,Colorless,60.0,Holofoil
AquapolisProductsAndPrices.csv,83937,Boost Energy,1397,145/147,Uncommon,Special Energy,4.09,Normal
AquapolisProductsAndPrices.csv,83937,Boost Energy,1397,145/147,Uncommon,Special Energy,9.94,Reverse Holofoil
AquapolisProductsAndPrices.csv,84171,Chansey,1397,069/147,Common,Colorless,2.57,Normal
AquapolisProductsAndPrices.csv,84171,Chansey,1397,069/147,Common,Colorless,22.05,Reverse Holofoil
AquapolisProductsAndPrices.csv,84301,Chinchou 70,1397,070/147,Common,Water,4.83,Normal
AquapolisProductsAndPrices.csv,84301,Chinchou 70,1397,070/147,Common,Water,21.27,Reverse Holofoil
AquapolisProductsAndPrices.csv,84302,Chinchou 71,1397,071/147,Common,Lightning,1.79,Normal
AquapolisProductsAndPrices.csv,84302,Chinchou 71,1397,071/147,Common,Lightning,19.99,Reverse Holofoil
AquapolisProductsAndPrices.csv,84518,Crystal Energy,1397,146/147,Uncommon,Special Energy,3.59,Normal
AquapolisProductsAndPrices.csv,84518,Crystal Energy,1397,146/147,Uncommon,Special Energy,7.05,Reverse Holofoil
AquapolisProductsAndPrices.csv,84528,Cubone,1397,072/147,Common,Fighting,8.41,Normal
AquapolisProductsAndPrices.csv,84675,Darkness Cube 01,1397,119/147,Uncommon,Technical Machine,1.38,Normal
AquapolisProductsAndPrices.csv,84675,Darkness Cube 01,1397,119/147,Uncommon,Technical Machine,6.48,Reverse Holofoil
AquapolisProductsAndPrices.csv,84696,Darkness Energy,1397,142/147,Rare,Special Energy,4.32,Normal
AquapolisProductsAndPrices.csv,84696,Darkness Energy,1397,142/147,Rare,Special Energy,8.28,Reverse Holofoil
AquapolisProductsAndPrices.csv,84848,Dodrio,1397,046/147,Uncommon,Colorless,7.72,Normal
AquapolisProductsAndPrices.csv,84848,Dodrio,1397,046/147,Uncommon,Colorless,17.99,Reverse Holofoil
AquapolisProductsAndPrices.csv,84859,Doduo,1397,073/147,Common,Colorless,2.41,Normal
AquapolisProductsAndPrices.csv,84859,Doduo,1397,073/147,Common,Colorless,12.0,Reverse Holofoil
AquapolisProductsAndPrices.csv,84870,Donphan,1397,007/147,Rare,Fighting,12.93,Normal
AquapolisProductsAndPrices.csv,84870,Donphan,1397,007/147,Rare,Fighting,19.0,Reverse Holofoil
AquapolisProductsAndPrices.csv,84971,Drowzee 74a,1397,074a/147,Common,Psychic,2.32,Normal
AquapolisProductsAndPrices.csv,84971,Drowzee 74a,1397,074a/147,Common,Psychic,14.99,Reverse Holofoil
AquapolisProductsAndPrices.csv,84972,Drowzee 74b,1397,074b/147,Common,Psychic,2.57,Normal
AquapolisProductsAndPrices.csv,84972,Drowzee 74b,1397,074b/147,Common,Psychic,35.88,Reverse Holofoil
AquapolisProductsAndPrices.csv,85080,Eevee,1397,075/147,Common,Colorless,24.62,Normal
AquapolisProductsAndPrices.csv,85080,Eevee,1397,075/147,Common,Colorless,147.65,Reverse Holofoil
AquapolisProductsAndPrices.csv,85147,Electrode H7,1397,H07/H32,Holo Rare,Lightning,109.01,Holofoil
AquapolisProductsAndPrices.csv,85148,Electrode,1397,008/147,Rare,Lightning,8.36,Normal
AquapolisProductsAndPrices.csv,85148,Electrode,1397,008/147,Rare,Lightning,19.86,Reverse Holofoil
AquapolisProductsAndPrices.csv,85167,Elekid,1397,009/147,Rare,Lightning,11.73,Normal
AquapolisProductsAndPrices.csv,85167,Elekid,1397,009/147,Rare,Lightning,19.98,Reverse Holofoil
AquapolisProductsAndPrices.csv,85253,Energy Switch,1397,120/147,Uncommon,Item,19.55,Normal
AquapolisProductsAndPrices.csv,85253,Energy Switch,1397,120/147,Uncommon,Item,40.31,Reverse Holofoil
AquapolisProductsAndPrices.csv,85267,Entei H8,1397,H08/H32,Holo Rare,Fire,78.86,Holofoil
AquapolisProductsAndPrices.csv,85268,Entei,1397,010/147,Rare,Fire,32.86,Normal
AquapolisProductsAndPrices.csv,85268,Entei,1397,010/147,Rare,Fire,89.49,Reverse Holofoil
AquapolisProductsAndPrices.csv,85317,Espeon H9,1397,H09/H32,Holo Rare,Psychic,307.43,Holofoil
AquapolisProductsAndPrices.csv,85318,Espeon,1397,011/147,Rare,Psychic,114.99,Normal
AquapolisProductsAndPrices.csv,85318,Espeon,1397,011/147,Rare,Psychic,117.14,Reverse Holofoil
AquapolisProductsAndPrices.csv,85344,Exeggcute 76,1397,076/147,Common,Grass,1.3,Normal
AquapolisProductsAndPrices.csv,85344,Exeggcute 76,1397,076/147,Common,Grass,15.0,Reverse Holofoil
AquapolisProductsAndPrices.csv,85345,Exeggcute 77,1397,077/147,Common,Psychic,2.84,Normal
AquapolisProductsAndPrices.csv,85345,Exeggcute 77,1397,077/147,Common,Psychic,25.0,Reverse Holofoil
AquapolisProductsAndPrices.csv,85353,Exeggutor H10,1397,H10/H32,Holo Rare,Grass,84.79,Holofoil
AquapolisProductsAndPrices.csv,85354,Exeggutor 12,1397,012/147,Rare,Grass,4.19,Normal
AquapolisProductsAndPrices.csv,85354,Exeggutor 12,1397,012/147,Rare,Grass,29.99,Reverse Holofoil
AquapolisProductsAndPrices.csv,85356,Exeggutor 13,1397,013/147,Rare,Psychic,9.59,Normal
AquapolisProductsAndPrices.csv,85356,Exeggutor 13,1397,013/147,Rare,Psychic,15.97,Reverse Holofoil
AquapolisProductsAndPrices.csv,85432,Fighting Cube 01,1397,121/147,Uncommon,Tool,1.55,Normal
AquapolisProductsAndPrices.csv,85432,Fighting Cube 01,1397,121/147,Uncommon,Tool,5.0,Reverse Holofoil
AquapolisProductsAndPrices.csv,85451,Fire Cube 01,1397,122/147,Uncommon,Tool,1.38,Normal
AquapolisProductsAndPrices.csv,85451,Fire Cube 01,1397,122/147,Uncommon,Tool,3.53,Reverse Holofoil
AquapolisProductsAndPrices.csv,85477,Flaaffy,1397,047/147,Uncommon,Lightning,7.27,Normal
AquapolisProductsAndPrices.csv,85477,Flaaffy,1397,047/147,Uncommon,Lightning,14.19,Reverse Holofoil
AquapolisProductsAndPrices.csv,85541,Forest Guardian,1397,123/147,Uncommon,Supporter,0.8,Normal
AquapolisProductsAndPrices.csv,85541,Forest Guardian,1397,123/147,Uncommon,Supporter,12.04,Reverse Holofoil
AquapolisProductsAndPrices.csv,85590,Furret,1397,048/147,Uncommon,Colorless,35.08,Normal
AquapolisProductsAndPrices.csv,85590,Furret,1397,048/147,Uncommon,Colorless,55.0,Reverse Holofoil
AquapolisProductsAndPrices.csv,85780,Gloom,1397,049/147,Uncommon,Grass,12.58,Normal
AquapolisProductsAndPrices.csv,85780,Gloom,1397,049/147,Uncommon,Grass,43.98,Reverse Holofoil
AquapolisProductsAndPrices.csv,85804,Goldeen,1397,078/147,Common,Water,2.47,Normal
AquapolisProductsAndPrices.csv,85804,Goldeen,1397,078/147,Common,Water,16.25,Reverse Holofoil
AquapolisProductsAndPrices.csv,85813,Golduck 50a,1397,050a/147,Uncommon,Water,8.95,Normal
AquapolisProductsAndPrices.csv,85813,Golduck 50a,1397,050a/147,Uncommon,Water,29.99,Reverse Holofoil
AquapolisProductsAndPrices.csv,85814,Golduck 50b,1397,050b/147,Uncommon,Water,6.64,Normal
AquapolisProductsAndPrices.csv,85814,Golduck 50b,1397,050b/147,Uncommon,Water,20.24,Reverse Holofoil
AquapolisProductsAndPrices.csv,85868,Grass Cube 01,1397,124/127,Uncommon,Technical Machine,1.83,Normal
AquapolisProductsAndPrices.csv,85868,Grass Cube 01,1397,124/127,Uncommon,Technical Machine,3.92,Reverse Holofoil
AquapolisProductsAndPrices.csv,85907,Grimer,1397,079/147,Common,Grass,9.54,Normal
AquapolisProductsAndPrices.csv,85907,Grimer,1397,079/147,Common,Grass,17.34,Reverse Holofoil
AquapolisProductsAndPrices.csv,85949,Growlithe 51,1397,051/147,Uncommon,Fire,20.33,Normal
AquapolisProductsAndPrices.csv,85949,Growlithe 51,1397,051/147,Uncommon,Fire,44.99,Reverse Holofoil
AquapolisProductsAndPrices.csv,85953,Growlithe 80,1397,080/147,Common,Fire,7.84,Normal
AquapolisProductsAndPrices.csv,85953,Growlithe 80,1397,080/147,Common,Fire,45.0,Reverse Holofoil
AquapolisProductsAndPrices.csv,86040,Healing Berry,1397,125/147,Uncommon,Tool,2.22,Normal
AquapolisProductsAndPrices.csv,86040,Healing Berry,1397,125/147,Uncommon,Tool,4.95,Reverse Holofoil
AquapolisProductsAndPrices.csv,86091,Hitmonchan,1397,081/147,Common,Fighting,11.97,Normal
AquapolisProductsAndPrices.csv,86091,Hitmonchan,1397,081/147,Common,Fighting,21.0,Reverse Holofoil
AquapolisProductsAndPrices.csv,86113,Hitmontop,1397,082/147,Common,Fighting,4.44,Normal
AquapolisProductsAndPrices.csv,86113,Hitmontop,1397,082/147,Common,Fighting,22.98,Reverse Holofoil
AquapolisProductsAndPrices.csv,86178,Hoppip,1397,083/147,Common,Grass,2.79,Normal
AquapolisProductsAndPrices.csv,86178,Hoppip,1397,083/147,Common,Grass,22.5,Reverse Holofoil
AquapolisProductsAndPrices.csv,86186,Horsea 84,1397,084/147,Common,Water,3.25,Normal
AquapolisProductsAndPrices.csv,86187,Horsea 85,1397,085/147,Common,Water,3.96,Normal
AquapolisProductsAndPrices.csv,86187,Horsea 85,1397,085/147,Common,Water,14.28,Reverse Holofoil
AquapolisProductsAndPrices.csv,86199,Houndoom H11,1397,H11/H32,Holo Rare,Darkness,556.67,Holofoil
AquapolisProductsAndPrices.csv,86202,Houndoom 14,1397,014/147,Rare,Fire,27.77,Normal
AquapolisProductsAndPrices.csv,86202,Houndoom 14,1397,014/147,Rare,Fire,48.61,Reverse Holofoil
AquapolisProductsAndPrices.csv,86203,Houndoom 15,1397,015/147,Rare,Darkness,58.06,Normal
AquapolisProductsAndPrices.csv,86203,Houndoom 15,1397,015/147,Rare,Darkness,175.0,Reverse Holofoil
AquapolisProductsAndPrices.csv,86221,Houndour 86,1397,086/147,Common,Fire,2.4,Normal
AquapolisProductsAndPrices.csv,86221,Houndour 86,1397,086/147,Common,Fire,35.81,Reverse Holofoil
AquapolisProductsAndPrices.csv,86222,Houndour 87,1397,087/147,Common,Darkness,3.12,Normal
AquapolisProductsAndPrices.csv,86222,Houndour 87,1397,087/147,Common,Darkness,14.36,Reverse Holofoil
AquapolisProductsAndPrices.csv,86248,Hypno H12,1397,H12/H32,Holo Rare,Psychic,105.99,Holofoil
AquapolisProductsAndPrices.csv,86249,Hypno,1397,016/147,Rare,Psychic,28.3,Normal
AquapolisProductsAndPrices.csv,86249,Hypno,1397,016/147,Rare,Psychic,27.98,Reverse Holofoil
AquapolisProductsAndPrices.csv,86360,Juggler,1397,126/147,Uncommon,Supporter,1.17,Normal
AquapolisProductsAndPrices.csv,86360,Juggler,1397,126/147,Uncommon,Supporter,10.05,Reverse Holofoil
AquapolisProductsAndPrices.csv,86363,Jumpluff H13,1397,H13/H32,Holo Rare,Grass,50.96,Holofoil
AquapolisProductsAndPrices.csv,86364,Jumpluff,1397,017/147,Rare,Grass,14.64,Normal
AquapolisProductsAndPrices.csv,86364,Jumpluff,1397,017/147,Rare,Grass,50.0,Reverse Holofoil
AquapolisProductsAndPrices.csv,86370,Jynx,1397,018/147,Rare,Psychic,15.08,Normal
AquapolisProductsAndPrices.csv,86370,Jynx,1397,018/147,Rare,Psychic,50.0,Reverse Holofoil
AquapolisProductsAndPrices.csv,86420,Kangaskhan,1397,088/147,Common,Colorless,6.33,Normal
AquapolisProductsAndPrices.csv,86420,Kangaskhan,1397,088/147,Common,Colorless,23.74,Reverse Holofoil
AquapolisProductsAndPrices.csv,86441,Kingdra H14,1397,H14/H32,Holo Rare,Water,99.99,Holofoil
AquapolisProductsAndPrices.csv,86443,Kingdra 19,1397,019/147,Rare,Water,6.24,Normal
AquapolisProductsAndPrices.csv,86443,Kingdra 19,1397,019/147,Rare,Water,34.62,Reverse Holofoil
AquapolisProductsAndPrices.csv,86444,Kingdra 148,1397,148/147,Secret Rare,Colorless,230.86,Holofoil
AquapolisProductsAndPrices.csv,86599,Lanturn H15,1397,H15/H32,Holo Rare,Lightning,54.43,Holofoil
AquapolisProductsAndPrices.csv,86600,Lanturn 20,1397,020/147,Rare,Water,10.72,Normal
AquapolisProductsAndPrices.csv,86600,Lanturn 20,1397,020/147,Rare,Water,39.97,Reverse Holofoil
AquapolisProductsAndPrices.csv,86601,Lanturn 21,1397,021/147,Rare,Lightning,18.42,Normal
AquapolisProductsAndPrices.csv,86601,Lanturn 21,1397,021/147,Rare,Lightning,21.16,Reverse Holofoil
AquapolisProductsAndPrices.csv,86634,Larvitar,1397,089/147,Common,Fighting,3.72,Normal
AquapolisProductsAndPrices.csv,86634,Larvitar,1397,089/147,Common,Fighting,25.0,Reverse Holofoil
AquapolisProductsAndPrices.csv,86718,Lickitung,1397,090/147,Common,Colorless,11.42,Normal
AquapolisProductsAndPrices.csv,86754,Lightning Cube 01,1397,127/147,Uncommon,Technical Machine,1.61,Normal
AquapolisProductsAndPrices.csv,86754,Lightning Cube 01,1397,127/147,Uncommon,Technical Machine,4.12,Reverse Holofoil
AquapolisProductsAndPrices.csv,86905,Lugia,1397,149/147,Secret Rare,Colorless,500.0,Holofoil
AquapolisProductsAndPrices.csv,87066,Magnemite 52,1397,052/147,Uncommon,Metal,7.76,Normal
AquapolisProductsAndPrices.csv,87066,Magnemite 52,1397,052/147,Uncommon,Metal,11.0,Reverse Holofoil
AquapolisProductsAndPrices.csv,87071,Magnemite 91,1397,091/147,Common,Lightning,2.55,Normal
AquapolisProductsAndPrices.csv,87071,Magnemite 91,1397,091/147,Common,Lightning,19.95,Reverse Holofoil
AquapolisProductsAndPrices.csv,87094,Magneton H16,1397,H16/H32,Holo Rare,Metal,66.99,Holofoil
AquapolisProductsAndPrices.csv,87097,Magneton,1397,022/147,Rare,Metal,10.93,Normal
AquapolisProductsAndPrices.csv,87097,Magneton,1397,022/147,Rare,Metal,9.5,Reverse Holofoil
AquapolisProductsAndPrices.csv,87172,Mankey,1397,092/147,Common,Fighting,8.58,Normal
AquapolisProductsAndPrices.csv,87172,Mankey,1397,092/147,Common,Fighting,28.75,Reverse Holofoil
AquapolisProductsAndPrices.csv,87195,Mareep,1397,093/147,Common,Lightning,3.11,Normal
AquapolisProductsAndPrices.csv,87195,Mareep,1397,093/147,Common,Lightning,15.0,Reverse Holofoil
AquapolisProductsAndPrices.csv,87212,Marill,1397,053/147,Uncommon,Water,10.7,Normal
AquapolisProductsAndPrices.csv,87212,Marill,1397,053/147,Uncommon,Water,22.0,Reverse Holofoil
AquapolisProductsAndPrices.csv,87225,Marowak,1397,054/147,Uncommon,Fighting,4.87,Normal
AquapolisProductsAndPrices.csv,87225,Marowak,1397,054/147,Uncommon,Fighting,31.49,Reverse Holofoil
AquapolisProductsAndPrices.csv,87307,Memory Berry,1397,128/147,Uncommon,Tool,1.75,Normal
AquapolisProductsAndPrices.csv,87307,Memory Berry,1397,128/147,Uncommon,Tool,6.72,Reverse Holofoil
AquapolisProductsAndPrices.csv,87348,Metal Cube 01,1397,129/147,Uncommon,Technical Machine,1.66,Normal
AquapolisProductsAndPrices.csv,87348,Metal Cube 01,1397,129/147,Uncommon,Technical Machine,5.0,Reverse Holofoil
AquapolisProductsAndPrices.csv,87369,Metal Energy,1397,143/147,Rare,Special Energy,5.97,Normal
AquapolisProductsAndPrices.csv,87369,Metal Energy,1397,143/147,Rare,Special Energy,11.6,Reverse Holofoil
AquapolisProductsAndPrices.csv,87462,Miltank,1397,094/147,Common,Colorless,3.19,Normal
AquapolisProductsAndPrices.csv,87462,Miltank,1397,094/147,Common,Colorless,50.0,Reverse Holofoil
AquapolisProductsAndPrices.csv,87590,Mr Mime 95a,1397,095a/147,Common,Psychic,3.14,Normal
AquapolisProductsAndPrices.csv,87590,Mr Mime 95a,1397,095a/147,Common,Psychic,13.5,Reverse Holofoil
AquapolisProductsAndPrices.csv,87591,Mr Mime 95b,1397,095b/147,Common,Psychic,2.45,Normal
AquapolisProductsAndPrices.csv,87591,Mr Mime 95b,1397,095b/147,Common,Psychic,12.95,Reverse Holofoil
AquapolisProductsAndPrices.csv,87619,Muk H17,1397,H17/H32,Holo Rare,Grass,75.0,Holofoil
AquapolisProductsAndPrices.csv,87620,Muk,1397,023/147,Rare,Grass,11.06,Normal
AquapolisProductsAndPrices.csv,87620,Muk,1397,023/147,Rare,Grass,14.35,Reverse Holofoil
AquapolisProductsAndPrices.csv,87692,Nidoking H18,1397,H18/H32,Holo Rare,Fighting,92.36,Holofoil
AquapolisProductsAndPrices.csv,87693,Nidoking 24,1397,024/147,Rare,Fighting,7.59,Normal
AquapolisProductsAndPrices.csv,87693,Nidoking 24,1397,024/147,Rare,Fighting,35.0,Reverse Holofoil
AquapolisProductsAndPrices.csv,87695,Nidoking 150,1397,150/147,Secret Rare,Colorless,999.0,Holofoil
AquapolisProductsAndPrices.csv,87725,Nidoran M,1397,096/147,Common,Grass,3.56,Normal
AquapolisProductsAndPrices.csv,87725,Nidoran M,1397,096/147,Common,Grass,21.84,Reverse Holofoil
AquapolisProductsAndPrices.csv,87742,Nidorino,1397,055/147,Uncommon,Grass,2.71,Normal
AquapolisProductsAndPrices.csv,87742,Nidorino,1397,055/147,Uncommon,Grass,48.0,Reverse Holofoil
AquapolisProductsAndPrices.csv,87767,Ninetales H19,1397,H19/H32,Holo Rare,Fire,173.75,Holofoil
AquapolisProductsAndPrices.csv,87768,Ninetales,1397,025/147,Rare,Fire,16.23,Normal
