productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText
83693,Bagon - 50/97,Bagon 50 97,https://tcgplayer-cdn.tcgplayer.com/product/83693_200w.jpg,3,1376,https://cpt.tcgcsv.com/TtH,2023-12-22T16:25:02.917,1,50/97,Common,Colorless,50,Basic,"[1] Risky Kick (10) 
<br>Flip a coin.  If tails, this attack does nothing.","[RW] Dragon Eye (20) 
<br>The Defending Pokemon is now Asleep.",None,None,1,2.25,2.45,5.24,2.53,4.6,Reverse Holofoil,
83708,Balloon Berry,Balloon Berry,https://tcgplayer-cdn.tcgplayer.com/product/83708_200w.jpg,3,1376,https://cpt.tcgcsv.com/bvH,2023-12-22T18:54:22.57,1,82/97,Uncommon,Tool,,,,,,,,0.17,0.34,3.41,0.33,0.3,Normal,"Attach Balloon Berry to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it.  If that Pokemon is Knocked Out, discard this card.
<br>
<br>Attach Balloon Berry to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it.  If that Pokemon is Knocked Out, discard this card.  When the Pokemon Balloon Berry is attached to retreats, discard Balloon Berry instead of discarding Energy cards.

<br>
<br><b><em>(Out-dated Card Text, refer to newest printing)</b></em>"
83708,Balloon Berry,Balloon Berry,https://tcgplayer-cdn.tcgplayer.com/product/83708_200w.jpg,3,1376,https://cpt.tcgcsv.com/bvH,2023-12-22T18:54:22.57,1,82/97,Uncommon,Tool,,,,,,,,0.25,1.39,3.95,1.36,,Reverse Holofoil,"Attach Balloon Berry to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it.  If that Pokemon is Knocked Out, discard this card.
<br>
<br>Attach Balloon Berry to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it.  If that Pokemon is Knocked Out, discard this card.  When the Pokemon Balloon Berry is attached to retreats, discard Balloon Berry instead of discarding Energy cards.

<br>
<br><b><em>(Out-dated Card Text, refer to newest printing)</b></em>"
83726,Barboach,Barboach,https://tcgplayer-cdn.tcgplayer.com/product/83726_200w.jpg,3,1376,https://cpt.tcgcsv.com/xvH,2023-12-22T18:55:18.21,1,51/97,Common,Water,50,Basic,[1] Splash (10),[1F] Mud Slap (20),G,None,1,0.5,1.95,3.98,1.58,,Normal,
83726,Barboach,Barboach,https://tcgplayer-cdn.tcgplayer.com/product/83726_200w.jpg,3,1376,https://cpt.tcgcsv.com/xvH,2023-12-22T18:55:18.21,1,51/97,Common,Water,50,Basic,[1] Splash (10),[1F] Mud Slap (20),G,None,1,3.0,3.93,4.17,3.87,,Reverse Holofoil,
84012,Buffer Piece,Buffer Piece,https://tcgplayer-cdn.tcgplayer.com/product/84012_200w.jpg,3,1376,https://cpt.tcgcsv.com/gDH,2023-12-22T18:56:03.923,1,83/97,Uncommon,Item,,,,,,,,0.34,0.48,2.0,0.4,,Normal,"Attach Buffer Piece to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it.  If that Pokemon is Knocked Out, discard this card.
<br>
<br>Attach Buffer Piece to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it.  If that Pokemon is Knocked Out, discard this card.  Damage done to the Pokemon Buffer Piece is attached to by an opponent's attack is reduced by 20 <em>(after applying Weakness and Resistance)</em>.  At the end of your opponent's turn after you played Buffer Piece, discard Buffer Piece."
84012,Buffer Piece,Buffer Piece,https://tcgplayer-cdn.tcgplayer.com/product/84012_200w.jpg,3,1376,https://cpt.tcgcsv.com/gDH,2023-12-22T18:56:03.923,1,83/97,Uncommon,Item,,,,,,,,1.45,1.94,3.48,1.93,,Reverse Holofoil,"Attach Buffer Piece to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it.  If that Pokemon is Knocked Out, discard this card.
<br>
<br>Attach Buffer Piece to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it.  If that Pokemon is Knocked Out, discard this card.  Damage done to the Pokemon Buffer Piece is attached to by an opponent's attack is reduced by 20 <em>(after applying Weakness and Resistance)</em>.  At the end of your opponent's turn after you played Buffer Piece, discard Buffer Piece."
84088,Camerupt,Camerupt,https://tcgplayer-cdn.tcgplayer.com/product/84088_200w.jpg,3,1376,https://cpt.tcgcsv.com/NFH,2024-07-26T17:28:21.54,1,24/97,Uncommon,Fire,80,Stage 1,"[1R] Super Singe (20) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Burned.",[2R] Ram (50),W,None,2,0.2,0.48,1.58,0.51,,Normal,
84088,Camerupt,Camerupt,https://tcgplayer-cdn.tcgplayer.com/product/84088_200w.jpg,3,1376,https://cpt.tcgcsv.com/NFH,2024-07-26T17:28:21.54,1,24/97,Uncommon,Fire,80,Stage 1,"[1R] Super Singe (20) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Burned.",[2R] Ram (50),W,None,2,2.0,3.49,6.5,3.18,,Reverse Holofoil,
84187,Charizard,Charizard,https://tcgplayer-cdn.tcgplayer.com/product/84187_200w.jpg,3,1376,https://cpt.tcgcsv.com/MHH,2023-12-22T19:20:31.63,1,100/97,Secret Rare,Fire,120,Stage 2,"[1R] Collect Fire (30) 
<br>Flip a coin.  If heads, search your discard pile for 2 Fire Energy cards and attach them to Charizard (1 if there is only 1).","[3R] Flame Pillar (60) 
<br>You may discard a Fire Energy card attached to Charizard.  If you do, choose 1 of your opponent's Benched Pokemon and do 30 damage to that Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",W,None,2,665.53,739.97,775.0,739.97,,Holofoil,
84208,Charmander,Charmander,https://tcgplayer-cdn.tcgplayer.com/product/84208_200w.jpg,3,1376,https://cpt.tcgcsv.com/bJH,2023-12-22T19:20:40.88,1,98/97,Secret Rare,Fire,50,Basic,[R] Flare (10),"[2] Rage (10+) 
<br>Does 10 damage plus 10 more damage for each damage counter on Charmander.",W,None,1,93.31,199.99,399.99,101.41,,Holofoil,
84225,Charmeleon,Charmeleon,https://tcgplayer-cdn.tcgplayer.com/product/84225_200w.jpg,3,1376,https://cpt.tcgcsv.com/wJH,2023-12-22T21:12:07.7,1,99/97,Secret Rare,Fire,70,Stage 1,"[R] Smokescreen (10) 
<br>If the Defending Pokemon tries to attack during your opponent's next turn, your opponent flips a coin.  If tails, that attack does nothing.","[1R] Fireworks (40)
<br> Flip a coin.  If tails, discard a Fire Energy card attached to Charmeleon.",W,None,1,27.47,29.67,101.48,86.28,,Holofoil,
84402,Combusken,Combusken,https://tcgplayer-cdn.tcgplayer.com/product/84402_200w.jpg,3,1376,https://cpt.tcgcsv.com/3NH,2023-12-22T21:12:29.347,1,25/97,Uncommon,Fire,70,Stage 1,"[2] Quick Attack (10+) 
<br>Flip a coin.  If heads, this attack does 10 damage plus 20 more damage.",[2R] Combustion (40),W,None,1,0.54,0.88,1.84,0.9,,Normal,
84402,Combusken,Combusken,https://tcgplayer-cdn.tcgplayer.com/product/84402_200w.jpg,3,1376,https://cpt.tcgcsv.com/3NH,2023-12-22T21:12:29.347,1,25/97,Uncommon,Fire,70,Stage 1,"[2] Quick Attack (10+) 
<br>Flip a coin.  If heads, this attack does 10 damage plus 20 more damage.",[2R] Combustion (40),W,None,1,1.36,2.41,3.5,4.72,,Reverse Holofoil,
84429,Corphish - 52/97,Corphish 52 97,https://tcgplayer-cdn.tcgplayer.com/product/84429_200w.jpg,3,1376,https://cpt.tcgcsv.com/CNH,2023-12-22T21:12:56.22,1,52/97,Common,Water,40,Basic,"[1] Poison Claws 
<br>Flip a coin.  If heads, the Defending Pokemon is now Poisoned.","[W] Bubble (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",L,None,1,0.07,0.3,1.49,0.3,0.19,Normal,
84429,Corphish - 52/97,Corphish 52 97,https://tcgplayer-cdn.tcgplayer.com/product/84429_200w.jpg,3,1376,https://cpt.tcgcsv.com/CNH,2023-12-22T21:12:56.22,1,52/97,Common,Water,40,Basic,"[1] Poison Claws 
<br>Flip a coin.  If heads, the Defending Pokemon is now Poisoned.","[W] Bubble (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",L,None,1,2.51,4.01,7.92,7.78,,Reverse Holofoil,
84430,Corphish - 53/97,Corphish 53 97,https://tcgplayer-cdn.tcgplayer.com/product/84430_200w.jpg,3,1376,https://cpt.tcgcsv.com/DNH,2023-12-22T21:37:26.663,1,53/97,Common,Water,50,Basic,[1] Irongrip (10),[1W] Slash (20),L,None,1,0.25,0.5,1.49,0.51,,Normal,
84430,Corphish - 53/97,Corphish 53 97,https://tcgplayer-cdn.tcgplayer.com/product/84430_200w.jpg,3,1376,https://cpt.tcgcsv.com/DNH,2023-12-22T21:37:26.663,1,53/97,Common,Water,50,Basic,[1] Irongrip (10),[1W] Slash (20),L,None,1,3.1,5.24,10.0,3.02,,Reverse Holofoil,
84431,Corphish - 54/97,Corphish 54 97,https://tcgplayer-cdn.tcgplayer.com/product/84431_200w.jpg,3,1376,https://cpt.tcgcsv.com/FNH,2023-12-22T21:37:47.48,1,54/97,Common,Water,50,Basic,[W] Beat (10),"[2] Toxic Grip (10) 
<br>The Defending Pokemon is now Poisoned.",L,None,1,0.25,0.75,2.84,1.07,,Normal,
84431,Corphish - 54/97,Corphish 54 97,https://tcgplayer-cdn.tcgplayer.com/product/84431_200w.jpg,3,1376,https://cpt.tcgcsv.com/FNH,2023-12-22T21:37:47.48,1,54/97,Common,Water,50,Basic,[W] Beat (10),"[2] Toxic Grip (10) 
<br>The Defending Pokemon is now Poisoned.",L,None,1,3.52,4.04,7.23,3.08,,Reverse Holofoil,
84461,Crawdaunt - 3/97,Crawdaunt 3 97,https://tcgplayer-cdn.tcgplayer.com/product/84461_200w.jpg,3,1376,https://cpt.tcgcsv.com/fPH,2023-12-22T21:41:13.72,1,3/97,Holo Rare,Water,80,Stage 1,[2W] Guillotine (50),,L,None,2,4.0,5.56,19.99,6.74,,Holofoil,"<b>Poke-BODY</b> Power Pinchers
<br>As long as Crawdaunt is your Active Pokemon, when any of your Active Pokemon does damage to the Defending Pokemon, the attack does 10 more damage <em>(before applying Weakness and Resistance).  </em>"
84461,Crawdaunt - 3/97,Crawdaunt 3 97,https://tcgplayer-cdn.tcgplayer.com/product/84461_200w.jpg,3,1376,https://cpt.tcgcsv.com/fPH,2023-12-22T21:41:13.72,1,3/97,Holo Rare,Water,80,Stage 1,[2W] Guillotine (50),,L,None,2,5.2,5.45,5.5,5.45,,Reverse Holofoil,"<b>Poke-BODY</b> Power Pinchers
<br>As long as Crawdaunt is your Active Pokemon, when any of your Active Pokemon does damage to the Defending Pokemon, the attack does 10 more damage <em>(before applying Weakness and Resistance).  </em>"
84462,Crawdaunt - 13/97,Crawdaunt 13 97,https://tcgplayer-cdn.tcgplayer.com/product/84462_200w.jpg,3,1376,https://cpt.tcgcsv.com/gPH,2023-12-27T18:12:10.33,1,13/97,Rare,Water,80,Stage 1,"[W] Poison Claws (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Poisoned.","[3] Rend (30+) 
<br>If the Defending Pokemon has any damage counters on it, this attack does 30 damage plus 30 more damage.",L,None,1,0.32,0.84,1.63,0.81,,Normal,
84462,Crawdaunt - 13/97,Crawdaunt 13 97,https://tcgplayer-cdn.tcgplayer.com/product/84462_200w.jpg,3,1376,https://cpt.tcgcsv.com/gPH,2023-12-27T18:12:10.33,1,13/97,Rare,Water,80,Stage 1,"[W] Poison Claws (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Poisoned.","[3] Rend (30+) 
<br>If the Defending Pokemon has any damage counters on it, this attack does 30 damage plus 30 more damage.",L,None,1,3.0,4.0,12.98,3.98,,Reverse Holofoil,
84899,Dragonair - 14/97,Dragonair 14 97,https://tcgplayer-cdn.tcgplayer.com/product/84899_200w.jpg,3,1376,https://cpt.tcgcsv.com/_ZH,2023-12-27T19:16:36.543,1,14/97,Rare,Colorless,70,Stage 1,"[1L] Dazzle Blast (20) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Confused.","[2W] Healing Wave (30) 
<br>Remove 1 damage counter from each of your Active Pokemon.",C,FG,2,2.16,3.69,11.1,3.93,3.65,Normal,
84899,Dragonair - 14/97,Dragonair 14 97,https://tcgplayer-cdn.tcgplayer.com/product/84899_200w.jpg,3,1376,https://cpt.tcgcsv.com/_ZH,2023-12-27T19:16:36.543,1,14/97,Rare,Colorless,70,Stage 1,"[1L] Dazzle Blast (20) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Confused.","[2W] Healing Wave (30) 
<br>Remove 1 damage counter from each of your Active Pokemon.",C,FG,2,25.49,30.62,37.0,34.99,,Reverse Holofoil,
84918,Dragonite ex,Dragonite ex,https://tcgplayer-cdn.tcgplayer.com/product/84918_200w.jpg,3,1376,https://cpt.tcgcsv.com/n-H,2023-12-27T20:06:08.667,1,90/97,Ultra Rare,Colorless,150,Stage 2,"[LW] Dragon Wave (70) 
<br>Discard a Water Energy card and a Lightning Energy card attached to Dragonite ex.","[4] Giant Tail (120) 
<br>Flip a coin.  If tails, this attack does nothing.",C,FG,2,239.99,266.99,479.99,305.66,,Holofoil,
84932,Dratini,Dratini,https://tcgplayer-cdn.tcgplayer.com/product/84932_200w.jpg,3,1376,https://cpt.tcgcsv.com/G-H,2023-12-27T20:33:37.077,1,26/97,Uncommon,Colorless,50,Basic,"[W] Dragon Dew
<br>Remove 2 damage counters from 1 of your Pokemon (remove 1 if there is only 1).",[L] Tail Slap (10),C,FG,1,19.99,24.94,199.99,28.27,,Reverse Holofoil,
85216,Energy Recycle System,Energy Recycle System,https://tcgplayer-cdn.tcgplayer.com/product/85216_200w.jpg,3,1376,https://cpt.tcgcsv.com/l6J,2023-12-27T20:34:03.95,1,84/97,Uncommon,Item,,,,,,,,0.15,0.34,1.55,0.38,0.21,Normal,"Search your discard pile for basic Energy cards.  You may either show 1 basic Energy card to your opponent and put it into your hand, or show 3 basic Energy cards to your opponent and shuffle them into your deck."
85216,Energy Recycle System,Energy Recycle System,https://tcgplayer-cdn.tcgplayer.com/product/85216_200w.jpg,3,1376,https://cpt.tcgcsv.com/l6J,2023-12-27T20:34:03.95,1,84/97,Uncommon,Item,,,,,,,,0.94,2.35,7.17,2.75,,Reverse Holofoil,"Search your discard pile for basic Energy cards.  You may either show 1 basic Energy card to your opponent and put it into your hand, or show 3 basic Energy cards to your opponent and shuffle them into your deck."
85476,Flaaffy,Flaaffy,https://tcgplayer-cdn.tcgplayer.com/product/85476_200w.jpg,3,1376,https://cpt.tcgcsv.com/xcJ,2023-12-27T20:37:09.68,1,27/97,Uncommon,Lightning,80,Stage 1,"[L] Energy Recall 
<br>Attach up to 2 basic Energy cards from your discard pile to Flaaffy.",[1L] Lightning Ball (30),F,M,1,1.28,1.7,3.13,1.57,1.7,Normal,
85476,Flaaffy,Flaaffy,https://tcgplayer-cdn.tcgplayer.com/product/85476_200w.jpg,3,1376,https://cpt.tcgcsv.com/xcJ,2023-12-27T20:37:09.68,1,27/97,Uncommon,Lightning,80,Stage 1,"[L] Energy Recall 
<br>Attach up to 2 basic Energy cards from your discard pile to Flaaffy.",[1L] Lightning Ball (30),F,M,1,4.0,8.0,11.14,8.26,,Reverse Holofoil,
85521,Flygon - 4/97,Flygon 4 97,https://tcgplayer-cdn.tcgplayer.com/product/85521_200w.jpg,3,1376,https://cpt.tcgcsv.com/rdJ,2023-12-27T20:37:40.847,1,4/97,Holo Rare,Colorless,120,Stage 2,"[GL] Energy Shower 
<br>Attach any number of basic Energy cards from your hand to your Pokemon in any way you'd like.","[3] Rainbow Burn (30+) 
<br>Does 30 damage plus 10 more damage for each type of Basic Energy card attached to Flygon.",C,FL,2,40.0,50.0,99.99,44.94,48.0,Holofoil,
85521,Flygon - 4/97,Flygon 4 97,https://tcgplayer-cdn.tcgplayer.com/product/85521_200w.jpg,3,1376,https://cpt.tcgcsv.com/rdJ,2023-12-27T20:37:40.847,1,4/97,Holo Rare,Colorless,120,Stage 2,"[GL] Energy Shower 
<br>Attach any number of basic Energy cards from your hand to your Pokemon in any way you'd like.","[3] Rainbow Burn (30+) 
<br>Does 30 damage plus 10 more damage for each type of Basic Energy card attached to Flygon.",C,FL,2,28.25,43.5,70.16,27.79,,Reverse Holofoil,
85522,Flygon - 15/97,Flygon 15 97,https://tcgplayer-cdn.tcgplayer.com/product/85522_200w.jpg,3,1376,https://cpt.tcgcsv.com/sdJ,2023-12-27T20:51:53.38,1,15/97,Rare,Colorless,100,Stage 2,"[1GL] Air Slash (60)
<br>Flip a coin.  If tails, discard an Energy card attached to Flygon.",,None,None,2,0.58,1.0,3.74,1.17,,Normal,"<b>Poke-BODY</b> Sand Guard 
<br>Whenever Flygon would be damaged by your opponent's attack <em>(after applying Weakness and Resistance)</em>, flip a coin.  If heads, reduce that damage by 20."
85522,Flygon - 15/97,Flygon 15 97,https://tcgplayer-cdn.tcgplayer.com/product/85522_200w.jpg,3,1376,https://cpt.tcgcsv.com/sdJ,2023-12-27T20:51:53.38,1,15/97,Rare,Colorless,100,Stage 2,"[1GL] Air Slash (60)
<br>Flip a coin.  If tails, discard an Energy card attached to Flygon.",,None,None,2,5.48,13.9,18.66,9.5,,Reverse Holofoil,"<b>Poke-BODY</b> Sand Guard 
<br>Whenever Flygon would be damaged by your opponent's attack <em>(after applying Weakness and Resistance)</em>, flip a coin.  If heads, reduce that damage by 20."
85547,Forretress,Forretress,https://tcgplayer-cdn.tcgplayer.com/product/85547_200w.jpg,3,1376,https://cpt.tcgcsv.com/ZdJ,2023-12-27T21:25:49.403,1,28/97,Uncommon,Metal,80,Stage 1,"[1M] Double Metal Ball 
<br>Put 2 damage counters on each Defending Pokemon.","[3] Backspin (40) 
<br>After your attack, you may discard 1 Energy card attached to Forretress.  If you do, switch Forretress with 1 of your Benched Pokemon.",R,G,2,0.75,1.19,4.04,1.21,,Normal,
85547,Forretress,Forretress,https://tcgplayer-cdn.tcgplayer.com/product/85547_200w.jpg,3,1376,https://cpt.tcgcsv.com/ZdJ,2023-12-27T21:25:49.403,1,28/97,Uncommon,Metal,80,Stage 1,"[1M] Double Metal Ball 
<br>Put 2 damage counters on each Defending Pokemon.","[3] Backspin (40) 
<br>After your attack, you may discard 1 Energy card attached to Forretress.  If you do, switch Forretress with 1 of your Benched Pokemon.",R,G,2,3.29,4.89,10.0,5.4,,Reverse Holofoil,
85687,Geodude - 55/97,Geodude 55 97,https://tcgplayer-cdn.tcgplayer.com/product/85687_200w.jpg,3,1376,https://cpt.tcgcsv.com/MhJ,2023-12-27T21:26:02.217,1,55/97,Common,Fighting,50,Basic,[1] Light Punch (10),"[F] Pebble Throw 
<br>Choose 1 of your opponent's Benched Pokemon.  This attack does 10 damage to that Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",W,,1,0.49,0.81,2.28,0.76,1.27,Normal,
85687,Geodude - 55/97,Geodude 55 97,https://tcgplayer-cdn.tcgplayer.com/product/85687_200w.jpg,3,1376,https://cpt.tcgcsv.com/MhJ,2023-12-27T21:26:02.217,1,55/97,Common,Fighting,50,Basic,[1] Light Punch (10),"[F] Pebble Throw 
<br>Choose 1 of your opponent's Benched Pokemon.  This attack does 10 damage to that Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",W,,1,2.36,5.5,8.99,5.06,7.99,Reverse Holofoil,
85688,Geodude - 56/97,Geodude 56 97,https://tcgplayer-cdn.tcgplayer.com/product/85688_200w.jpg,3,1376,https://cpt.tcgcsv.com/NhJ,2024-01-11T18:44:57.03,1,56/97,Common,Fighting,40,Basic,"[F] Steady Punch (10+) 
<br>Flip a coin.  If heads, this attack does 10 damage plus 10 more damage.",,W,None,1,0.2,0.62,2.24,0.62,,Normal,
85688,Geodude - 56/97,Geodude 56 97,https://tcgplayer-cdn.tcgplayer.com/product/85688_200w.jpg,3,1376,https://cpt.tcgcsv.com/NhJ,2024-01-11T18:44:57.03,1,56/97,Common,Fighting,40,Basic,"[F] Steady Punch (10+) 
<br>Flip a coin.  If heads, this attack does 10 damage plus 10 more damage.",,W,None,1,3.09,4.55,5.14,4.94,,Reverse Holofoil,
85729,Girafarig,Girafarig,https://tcgplayer-cdn.tcgplayer.com/product/85729_200w.jpg,3,1376,https://cpt.tcgcsv.com/CjJ,2023-12-27T21:26:28.853,1,16/97,Rare,Psychic,70,Basic,"[1] Synchronized Search 
<br>If Girafarig and the Defending Pokemon have the same amount of Energy attached to them, pick any 1 card from your deck and put it into your hand.  Shuffle your deck afterward.","[1P] Breaking Impact 
<br>Choose 1 of your opponent's Pokemon.  This attack does 10 damage for each 1 Energy in that Pokemon's Retreat Cost to that Pokemon <i>(after applying effects to the Retreat Cost).  (Don't apply Weakness and Resistance for Benched Pokemon.)</i>",P,None,1,0.59,1.03,2.99,1.07,,Normal,
85729,Girafarig,Girafarig,https://tcgplayer-cdn.tcgplayer.com/product/85729_200w.jpg,3,1376,https://cpt.tcgcsv.com/CjJ,2023-12-27T21:26:28.853,1,16/97,Rare,Psychic,70,Basic,"[1] Synchronized Search 
<br>If Girafarig and the Defending Pokemon have the same amount of Energy attached to them, pick any 1 card from your deck and put it into your hand.  Shuffle your deck afterward.","[1P] Breaking Impact 
<br>Choose 1 of your opponent's Pokemon.  This attack does 10 damage for each 1 Energy in that Pokemon's Retreat Cost to that Pokemon <i>(after applying effects to the Retreat Cost).  (Don't apply Weakness and Resistance for Benched Pokemon.)</i>",P,None,1,4.6,6.75,7.99,7.44,,Reverse Holofoil,
85826,Golem,Golem,https://tcgplayer-cdn.tcgplayer.com/product/85826_200w.jpg,3,1376,https://cpt.tcgcsv.com/xlJ,2023-12-27T21:26:53.433,1,5/97,Holo Rare,Fighting,120,Stage 2,"[2F] Rock Vengeance (20+) 
<br>Does 20 damage plus 10 more damage for each damage counter on all of your Active Pokemon.","[3FF] Rock Slide (60) 
<br>Does 20 damage to 2 of your opponent's Benched Pokemon (1 if there is only 1).  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",W,None,4,44.99,46.15,46.3,35.0,,Holofoil,
85826,Golem,Golem,https://tcgplayer-cdn.tcgplayer.com/product/85826_200w.jpg,3,1376,https://cpt.tcgcsv.com/xlJ,2023-12-27T21:26:53.433,1,5/97,Holo Rare,Fighting,120,Stage 2,"[2F] Rock Vengeance (20+) 
<br>Does 20 damage plus 10 more damage for each damage counter on all of your Active Pokemon.","[3FF] Rock Slide (60) 
<br>Does 20 damage to 2 of your opponent's Benched Pokemon (1 if there is only 1).  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",W,None,4,5.59,6.5,9.01,12.07,,Reverse Holofoil,
