productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2,extAttack3
85173,Elekid (Delta Species),Elekid Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/85173_200w.jpg,3,1411,https://cpt.tcgcsv.com/t5J,2024-04-11T16:56:37.4,1,48/101,Common,Fighting,40,Basic,"Baby Evolution - Once during your turn (before your attack), you may put Electabuzz from your hand onto Elekid (this counts as evolving Elekid) and remove all damage counters from Elekid.  (Poke-POWER)",[1] Thunder Spear - Choose 1 of your opponent's Pokemon.  This attack does 10 damage to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),F,,1,0.19,0.59,4.04,0.54,,Normal,,
85173,Elekid (Delta Species),Elekid Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/85173_200w.jpg,3,1411,https://cpt.tcgcsv.com/t5J,2024-04-11T16:56:37.4,1,48/101,Common,Fighting,40,Basic,"Baby Evolution - Once during your turn (before your attack), you may put Electabuzz from your hand onto Elekid (this counts as evolving Elekid) and remove all damage counters from Elekid.  (Poke-POWER)",[1] Thunder Spear - Choose 1 of your opponent's Pokemon.  This attack does 10 damage to that Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),F,,1,5.0,11.56,39.99,7.96,,Reverse Holofoil,,
85407,Feebas (Delta Species),Feebas Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/85407_200w.jpg,3,1411,https://cpt.tcgcsv.com/9bJ,2024-04-11T17:04:52.347,1,49/101,Common,Fire,30,Basic,,[R] Flail (10x) Does 10 damage times the number of damage counters on Feebas.,L,,1,0.3,0.59,5.0,0.68,,Normal,,
85407,Feebas (Delta Species),Feebas Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/85407_200w.jpg,3,1411,https://cpt.tcgcsv.com/9bJ,2024-04-11T17:04:52.347,1,49/101,Common,Fire,30,Basic,,[R] Flail (10x) Does 10 damage times the number of damage counters on Feebas.,L,,1,6.21,17.75,29.75,8.02,15.48,Reverse Holofoil,,
85423,Feraligatr (Delta Species),Feraligatr Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/85423_200w.jpg,3,1411,https://cpt.tcgcsv.com/tbJ,2024-04-11T17:04:58.013,1,2/101,Holo Rare,Lightning,120,Stage 2,Battle Aura - Each of your Pokemon that has Delta Species on its card does 10 more damage to the Defending Pokemon (before applying Weakness and Resistance).  (Poke-BODY),"[2] Drag Off (20) Before doing damage, you may choose 1 of your opponent's Benched Pokemon and switch it with 1 of the Defending Pokemon.  Your opponent chooses the Defending Pokemon to switch.",L,,2,28.91,42.5,99.98,46.5,,Holofoil,[1LL] Sharp Fang (60),
85423,Feraligatr (Delta Species),Feraligatr Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/85423_200w.jpg,3,1411,https://cpt.tcgcsv.com/tbJ,2024-04-11T17:04:58.013,1,2/101,Holo Rare,Lightning,120,Stage 2,Battle Aura - Each of your Pokemon that has Delta Species on its card does 10 more damage to the Defending Pokemon (before applying Weakness and Resistance).  (Poke-BODY),"[2] Drag Off (20) Before doing damage, you may choose 1 of your opponent's Benched Pokemon and switch it with 1 of the Defending Pokemon.  Your opponent chooses the Defending Pokemon to switch.",L,,2,79.98,97.5,99.99,42.95,,Reverse Holofoil,[1LL] Sharp Fang (60),
85487,Flaaffy (Delta Species),Flaaffy Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/85487_200w.jpg,3,1411,https://cpt.tcgcsv.com/McJ,2024-04-11T17:07:13.467,1,30/101,Uncommon,Colorless,70,Stage 1,,"[2] Thundershock (20) Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",F,,1,3.3,4.99,5.74,2.42,,Normal,,
85487,Flaaffy (Delta Species),Flaaffy Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/85487_200w.jpg,3,1411,https://cpt.tcgcsv.com/McJ,2024-04-11T17:07:13.467,1,30/101,Uncommon,Colorless,70,Stage 1,,"[2] Thundershock (20) Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",F,,1,12.23,13.97,22.0,9.25,,Reverse Holofoil,,
85532,Flygon ex (Delta Species),Flygon ex Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/85532_200w.jpg,3,1411,https://cpt.tcgcsv.com/GdJ,2024-04-11T17:07:22.773,1,92/101,Ultra Rare,Psychic,150,Stage 2,"Sand Damage - As long as Flygon ex is your Active Pokemon, put 1 damage counter on each of your opponent's Benched Basic Pokemon between turns.  You can't use more than 1 Sand Damage Poke-Body between turns.  (Poke-BODY)",[1PP] Psychic Pulse (80) Does 10 damage to each of your opponent's Benched Pokemon that has any damage counters on it.  (Don't apply Weakness and Resistance for Benched Pokemon.),,,2,79.99,131.49,199.99,88.63,79.99,Holofoil,,
85642,Gardevoir ex (Delta Species),Gardevoir ex Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/85642_200w.jpg,3,1411,https://cpt.tcgcsv.com/SgJ,2024-04-11T17:07:29.063,1,93/101,Ultra Rare,Fire,150,Stage 2,"Imprison - Once during your turn (before your attack), if Gardevoir ex is your Active Pokemon, you may put an Imprison marker on 1 of your opponent's Pokemon.  Any Pokemon that has any Imprison markers on it can't use any Poke-Powers or Poke-Bodies.  This power can't be used if Gardevoir ex is affected by a Special Condition.  (Poke-POWER)",[2R] Flame Ball (80) You may move a R Energy card attached to Gardevoir ex to 1 of your Benched Pokemon.,P,,2,145.0,180.0,217.7,149.99,,Holofoil,,
85770,Gligar (Delta Species),Gligar Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/85770_200w.jpg,3,1411,https://cpt.tcgcsv.com/qkJ,2024-04-11T17:07:35.073,1,16/101,Rare,Lightning,60,Basic,,"[1] Sting Turn - Flip a coin.  If heads, the Defending Pokemon is now Paralyzed and switch Gligar with 1 of your Benched Pokemon.",W,,1,0.9,1.43,5.29,1.6,,Normal,"[1] Tail Sting (10+) If the Defending Pokemon is Pokemon-ex, this attack does 10 damage plus 10 more damage and the Defending Pokemon is now Poisoned.",
85770,Gligar (Delta Species),Gligar Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/85770_200w.jpg,3,1411,https://cpt.tcgcsv.com/qkJ,2024-04-11T17:07:35.073,1,16/101,Rare,Lightning,60,Basic,,"[1] Sting Turn - Flip a coin.  If heads, the Defending Pokemon is now Paralyzed and switch Gligar with 1 of your Benched Pokemon.",W,,1,15.0,27.48,33.33,10.3,,Reverse Holofoil,"[1] Tail Sting (10+) If the Defending Pokemon is Pokemon-ex, this attack does 10 damage plus 10 more damage and the Defending Pokemon is now Poisoned.",
86067,Heracross (Delta Species),Heracross Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/86067_200w.jpg,3,1411,https://cpt.tcgcsv.com/mrJ,2024-04-11T17:07:41.537,1,3/101,Holo Rare,Fire,70,Basic,"Shining Horn - As long as Heracross is the only Pokemon you have in play, your opponent's Basic Pokemon can't attack.  (Poke-BODY)","[1] Dig Deep - Search your discard pile for an Energy card, show it to your opponent, and put it into your hand.",R,,1,18.99,25.82,34.5,21.38,,Holofoil,"[1R] Extra Claws (30+) If the Defending Pokemon is Pokemon-ex, this attack does 30 damage plus 20 more damage.",
86067,Heracross (Delta Species),Heracross Delta Species,https://tcgplayer-cdn.tcgplayer.com/product/86067_200w.jpg,3,1411,https://cpt.tcgcsv.com/mrJ,2024-04-11T17:07:41.537,1,3/101,Holo Rare,Fire,70,Basic,"Shining Horn - As long as Heracross is the only Pokemon you have in play, your opponent's Basic Pokemon can't attack.  (Poke-BODY)","[1] Dig Deep - Search your discard pile for an Energy card, show it to your opponent, and put it into your hand.",R,,1,35.0,38.27,44.97,37.95,,Reverse Holofoil,"[1R] Extra Claws (30+) If the Defending Pokemon is Pokemon-ex, this attack does 30 damage plus 20 more damage.",
86137,Holon Energy FF,Holon Energy FF,https://tcgplayer-cdn.tcgplayer.com/product/86137_200w.jpg,3,1411,https://cpt.tcgcsv.com/MsJ,2024-04-11T17:29:30.563,1,84/101,Rare,Special Energy,0,Special Energy,,"Holon Energy FF provides C Energy.  If the Pokemon that Holon Energy FF is attached to also has a basic R Energy card attached to it, that Pokemon has no Weakness.  If the Pokemon that Holon Energy is attached to also has a basic F Energy card attached to it, damage done by that Pokemon's attack isn't affected by Resistance.  Ignore these effects if Holon Energy FF is attached to Pokemon-ex.",,,,0.75,1.8,2.6,1.84,0.86,Normal,,
86137,Holon Energy FF,Holon Energy FF,https://tcgplayer-cdn.tcgplayer.com/product/86137_200w.jpg,3,1411,https://cpt.tcgcsv.com/MsJ,2024-04-11T17:29:30.563,1,84/101,Rare,Special Energy,0,Special Energy,,"Holon Energy FF provides C Energy.  If the Pokemon that Holon Energy FF is attached to also has a basic R Energy card attached to it, that Pokemon has no Weakness.  If the Pokemon that Holon Energy is attached to also has a basic F Energy card attached to it, damage done by that Pokemon's attack isn't affected by Resistance.  Ignore these effects if Holon Energy FF is attached to Pokemon-ex.",,,,1.99,3.13,5.0,2.74,,Reverse Holofoil,,
