productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extResistance,extCardText
174062,Pikachu - 94/123 (Diamond & Pearl),Pikachu 94 123 Diamond and Pearl,https://tcgplayer-cdn.tcgplayer.com/product/174062_200w.jpg,3,2175,https://cpt.tcgcsv.com/gFp2,2022-10-10T13:18:02.08,1,094/123,Promo,Lightning,60,Basic,"[1L] BikaBika (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 10 more damage.",,F+10,1,4.85,17.99,25.49,26.85,,Reverse Holofoil,M-20,"<strong>Poké-POWER — Electro Recycle</strong>
<br>Once during your turn <em>(before your attack)</em>, if Pichu is anywhere under Pikachu, you may search your discard pile for a Lightning Energy card, show it to your opponent, and put it into your hand. This power can't be used if Pikachu is affected by a Special Condition."
174129,Monferno - 56/130 [Diamond & Pearl],Monferno 56 130 Diamond and Pearl,https://tcgplayer-cdn.tcgplayer.com/product/174129_200w.jpg,3,2175,https://cpt.tcgcsv.com/CGp2,2022-09-21T19:24:26.33,1,056/130,Promo,Fire,70,Stage 1,"[R] Flame Dance (30) 
<br>Search your discard pile for a Fire Energy card and attach it to Monferno.","[2] Fury Swipes (20x) 
<br>Flip 3 coins. This attack does 20 damage times the number of heads.",W+20,,3.0,8.0,14.99,7.04,,Reverse Holofoil,,
188126,Pichu - 45/106 [Platinum],Pichu 45 106 Platinum,https://tcgplayer-cdn.tcgplayer.com/product/188126_200w.jpg,3,2175,https://cpt.tcgcsv.com/xgw2,2025-04-23T14:20:16.637,1,045/100,Promo,Lightning,50,Basic,"[0] Electric Circuit
<br>
Search your discard pile for up to 4 Lightning Energy cards, show them to your opponent, and put them into your hand.",,F+10,1,9.0,12.99,45.99,15.87,,Reverse Holofoil,M-20,"<strong>Poké-POWER — Baby Evolution</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may put Pikachu from your hand onto Pichu (this counts as evolving Pichu) and remove all damage counters from Pichu."
188132,Piplup - 71/100 [Platinum],Piplup 71 100 Platinum,https://tcgplayer-cdn.tcgplayer.com/product/188132_200w.jpg,3,2175,https://cpt.tcgcsv.com/Ggw2,2022-09-21T19:26:14.367,1,071/100,Promo,Water,60,Basic,"[W] Water Splash (10+)
<br>
Flip a coin. If heads, this attack does 10 damage plus 10 more damage.",[2] Headbutt (20),L+10,1,6.5,15.62,38.99,16.7,,Reverse Holofoil,,
191913,Meowth - 106/146 [Platinum],Meowth 106 146 Platinum,https://tcgplayer-cdn.tcgplayer.com/product/191913_200w.jpg,3,2175,https://cpt.tcgcsv.com/hNx2,2022-11-02T17:50:56.243,1,106/146,Promo,Colorless,50,Basic,"[1] Pay Day (10) 
<br>Flip a coin. If heads, draw a card.","[2] Fury Swipes (10x) 
<br>Flip 3 coins. This attack does 10 damage times the number of heads.",F+10,1,6.39,13.85,29.95,8.02,,Reverse Holofoil,,
213008,Prinplup - 58/130 [Diamond & Pearl],Prinplup 58 130 Diamond and Pearl,https://tcgplayer-cdn.tcgplayer.com/product/213008_200w.jpg,3,2175,https://cpt.tcgcsv.com/bdK2,2022-09-21T19:26:38.19,1,058/130,Promo,Water,80,1,"[W] Aqua Shower
<br>Does 10 damage to each of your opponent's Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon)</em>.","[WW] Brine
<br>Choose 1 of your opponent's Pokémon that has any damage counters on it. This attack does 40 damage to that Pokémon.<em>(Don't apply Weakness and Resistance for Benched Pokémon)</em>.",L +20,1,3.69,5.19,14.99,7.58,,Holofoil,,
215634,Manaphy - 9/130 [Diamond & Pearl],Manaphy 9 130 Diamond and Pearl,https://tcgplayer-cdn.tcgplayer.com/product/215634_200w.jpg,3,2175,https://cpt.tcgcsv.com/JgL2,2022-09-21T19:24:07.773,1,009/130,Promo,Water,70,Basic,"[1] Call for Family
<br>Search your deck for a Basic Pokémon and put it onto your Bench. Shuffle your deck afterward.","[WW] Aqua Ring (30)
<br>Switch Manaphy with 1 of your Benched Pokémon.",L+20,1,3.0,3.79,20.0,7.22,,Reverse Holofoil,,
216822,Palkia - 26/106 [Platinum],Palkia 26 106 Platinum,https://tcgplayer-cdn.tcgplayer.com/product/216822_200w.jpg,3,2175,https://cpt.tcgcsv.com/sLL2,2022-12-13T13:30:33.02,1,026/106,Promo,Water,90,Basic,"[W] Spacial Rend (10)
<br>Search your deck for a Stadium card, show it to your opponent, and put it into your hand. Shuffle your deck afterward. If there is any Stadium card in play, discard it.","[1WW] Transback (40)
<br>You may flip a coin. If heads, discard all energy attached to Palkia and put the Defending Pokémon and all cards attached to it on top of your opponent’s deck. Your opponent shuffles his or her deck afterward.",L+20,2,6.55,13.7,34.95,17.49,,Reverse Holofoil,,
220665,Shinx - 98/130 [Diamond & Pearl],Shinx 98 130 Diamond and Pearl,https://tcgplayer-cdn.tcgplayer.com/product/220665_200w.jpg,3,2175,https://cpt.tcgcsv.com/khN2,2022-09-21T19:26:48.813,1,098/130,Promo,Lightning,60,Basic,"[L] Spark (10) 
<br>
Does 10 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",,F+10,1,3.8,4.0,19.99,5.07,,Reverse Holofoil,M-20,
220666,Pachirisu - 35/130 [Diamond & Pearl],Pachirisu 35 130 Diamond and Pearl,https://tcgplayer-cdn.tcgplayer.com/product/220666_200w.jpg,3,2175,https://cpt.tcgcsv.com/lhN2,2022-09-21T19:24:40.61,1,035/130,Promo,Lightning,70,Basic,"[1] Minor Errand-Running
<br>
Search your deck for a basic Energy card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.","[L] Thunder Jolt (20) 
<br>
Flip a coin. If tails, Pachirisu does 10 damage to itself.",F+20,1,2.19,4.01,9.98,6.94,,Reverse Holofoil,M-20,
224679,Pikachu - 70/100 [Platinum],Pikachu 70 100 Platinum,https://tcgplayer-cdn.tcgplayer.com/product/224679_200w.jpg,3,2175,https://cpt.tcgcsv.com/CTP2,2022-09-21T19:25:51.493,1,070/100,Promo,Lightning,60,Basic,"[1] Quick Attack (10+)
<br>Flip a coin. If heads, this attack does 10 damage plus 10 more damage.","[2L] Volt Tackle (50)
<br>Pikachu does 10 damage to itself.",F+10,1,16.99,23.05,39.95,27.44,,Reverse Holofoil,M-20,
231449,Turtwig - 103/130 [Diamond & Pearl],Turtwig 103 130 Diamond and Pearl,https://tcgplayer-cdn.tcgplayer.com/product/231449_200w.jpg,3,2175,https://cpt.tcgcsv.com/_BS2,2022-08-11T17:24:37.947,1,103/130,Promo,Grass,60,Basic,[0] Tackle (10),[G] Razor Leaf (20),R+10,2,4.42,6.15,19.99,6.37,,Reverse Holofoil,W-20,
231450,Turtwig - 77/100 [Platinum],Turtwig 77 100 Platinum,https://tcgplayer-cdn.tcgplayer.com/product/231450_200w.jpg,3,2175,https://cpt.tcgcsv.com/0CS2,2022-09-21T19:27:03.703,1,077/100,Promo,Grass,60,Basic,[1] Rollout (10),[1G] Razor Leaf (30),R+10,2,2.12,3.96,29.95,4.97,,Reverse Holofoil,W-20,
235080,Piplup - 93/130 [Diamond and Pearl],Piplup 93 130 Diamond and Pearl,https://tcgplayer-cdn.tcgplayer.com/product/235080_200w.jpg,3,2175,https://cpt.tcgcsv.com/D2V2,2022-09-21T19:26:25.42,1,093/100,Promo,Water,60,Basic,[0] Peck (10),"[1W] Water Splash (20+) 
<br>Flip a coin. If heads, this attack does 20 damage plus 10 more damage.",L+10,1,4.06,8.13,19.99,10.89,,Reverse Holofoil,,
